,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,latitude,longitude,und_long,und_lat,underground_distance
1439,А101,developer,https://www.cian.ru/sale/flat/306747367/,Москва,sale,flat,3,9,2,38.0,9520327.0,,,9.1,Улица Горчакова,Бунинские Кварталы ЖК,,,37.530833333333334,55.541666666666664,
1440,А101,developer,https://www.cian.ru/sale/flat/306747364/,Москва,sale,flat,8,9,2,39.0,9517205.0,,,9.1,Улица Горчакова,Бунинские Кварталы ЖК,,,37.530833333333334,55.541666666666664,
1441,А101,developer,https://www.cian.ru/sale/flat/306747976/,Москва,sale,flat,7,9,2,37.7,9546182.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК,,,37.51583333333333,55.53805555555556,
1442,А101,developer,https://www.cian.ru/sale/flat/306748496/,Москва,sale,flat,3,22,2,47.1,9502791.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК,,,37.51583333333333,55.53805555555556,
1443,А101,developer,https://www.cian.ru/sale/flat/306745839/,Москва,sale,flat,2,9,2,43.6,9474759.0,,,7.1,Улица Горчакова,Бунинские Кварталы ЖК,,,37.530833333333334,55.541666666666664,
1444,Plus Development,developer,https://www.cian.ru/sale/flat/303284941/,Москва,sale,flat,7,23,2,39.0,9527837.0,,,,Филатов Луг,Детали ЖК,,,37.40777777777778,55.60138888888889,
1445,,,https://www.cian.ru/sale/flat/277241801/,Москва,sale,flat,2,7,2,65.13,9508980.0,,,к6,Рассказовка,Эдельвейс ЖК,,,37.335277777777776,55.634166666666665,
1446,ФСК,developer,https://www.cian.ru/sale/flat/307015663/,Москва,sale,flat,13,15,2,37.41,9475726.0,,,к2,Солнцево,Движение. Говорово ЖК,,,37.39111111111111,55.64944444444444,
1447,Самолет,developer,https://www.cian.ru/sale/flat/307019555/,Москва,sale,flat,9,17,2,52.79,9488437.0,,,к4,Филатов Луг,Квартал Марьино ЖК,,,37.40777777777778,55.60138888888889,
1448,МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/296470480/,Москва,sale,flat,8,9,2,44.0,9599999.0,Вешняки, Старый Гай,2К4,Новогиреево,,55.7415531,37.82703312501964,37.81666666666667,55.751666666666665,1.3006677458268456
1449,А101,developer,https://www.cian.ru/sale/flat/307682746/,Москва,sale,flat,3,16,2,39.6,9617705.0,,,к1.2,Бунинская аллея,Бунинские Кварталы ЖК,,,37.51583333333333,55.53805555555556,
1450,Plus Development,developer,https://www.cian.ru/sale/flat/303784752/,Москва,sale,flat,5,23,2,42.2,9633569.0,,,,Филатов Луг,Детали ЖК,,,37.40777777777778,55.60138888888889,
1451,А101,developer,https://www.cian.ru/sale/flat/306747164/,Москва,sale,flat,5,19,2,53.1,9839092.0,,,9.1,Улица Горчакова,Бунинские Кварталы ЖК,,,37.530833333333334,55.541666666666664,
1452,А101,developer,https://www.cian.ru/sale/flat/306746832/,Москва,sale,flat,2,20,2,36.6,9808859.0,,,6.1,Улица Горчакова,Бунинские Кварталы ЖК,,,37.530833333333334,55.541666666666664,
1453,А101,developer,https://www.cian.ru/sale/flat/306745844/,Москва,sale,flat,4,9,2,43.4,9792728.0,,,7.1,Улица Горчакова,Бунинские Кварталы ЖК,,,37.530833333333334,55.541666666666664,
1454,,,https://www.cian.ru/sale/flat/298481182/,Москва,sale,flat,5,25,2,37.21,9847627.0,Люблино,Юго-Восточный ао,к8,Братиславская,Светлый Мир Станция Л ЖК,,,37.75055555555556,55.65972222222222,
1455,ФСК,developer,https://www.cian.ru/sale/flat/307017197/,Москва,sale,flat,1,15,2,46.18,9842898.0,,,к1,Румянцево,Движение. Говорово ЖК,,,37.441944444444445,55.63305555555556,
1456,Самолет,developer,https://www.cian.ru/sale/flat/307188007/,Москва,sale,flat,21,21,2,51.79,9762517.0,,,к12,Филатов Луг,Цветочные Поляны ЖК,,,37.40777777777778,55.60138888888889,
1457,Самолет,developer,https://www.cian.ru/sale/flat/307011409/,Москва,sale,flat,16,21,2,52.93,9818250.0,,,к12,Филатов Луг,Цветочные Поляны ЖК,,,37.40777777777778,55.60138888888889,
1458,,,https://www.cian.ru/sale/flat/277241871/,Москва,sale,flat,2,7,2,67.83,9835350.0,,,к6,Рассказовка,Эдельвейс ЖК,,,37.335277777777776,55.634166666666665,
1459,ID 57546451,unknown,https://www.cian.ru/sale/flat/304044264/,Москва,sale,flat,8,9,2,44.8,9900000.0,Гольяново,Новосибирская ,6К1,Щёлковская,,55.81420275,37.82192759783479,37.798611111111114,55.809444444444445,1.554878796132907
1460,А101,developer,https://www.cian.ru/sale/flat/306747440/,Москва,sale,flat,13,17,2,51.6,9861494.0,,,9.1,Улица Горчакова,Бунинские Кварталы ЖК,,,37.530833333333334,55.541666666666664,
1461,А101,developer,https://www.cian.ru/sale/flat/306748384/,Москва,sale,flat,2,19,2,52.3,9938486.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК,,,37.51583333333333,55.53805555555556,
1462,А101,developer,https://www.cian.ru/sale/flat/306747399/,Москва,sale,flat,4,9,2,40.4,9937987.0,,,9.1,Улица Горчакова,Бунинские Кварталы ЖК,,,37.530833333333334,55.541666666666664,
